iteracao,endpoint,tempo_resposta
73,logout,0.05370789999142289
74,register,0.16813169998931699
74,login,0.18012170001748018
74,refresh,0.07254310001735575
74,logout,0.09699550000368617
75,register,0.2000281999935396
75,login,0.18478559999493882
75,refresh,0.1230853000015486
75,logout,0.18572160002076998
76,register,0.2043132999970112
76,login,0.14074620002065785
76,refresh,0.05836289998842403
76,logout,0.054584500001510605
77,register,0.15435260001686402
77,login,0.11928310000803322
77,refresh,0.05296179998549633
77,logout,0.05346110000391491
78,register,0.13958859999547713
78,login,0.11628789998940192
78,refresh,0.07343660001060925
78,logout,0.06338579999282956
79,register,0.1417395000171382
79,login,0.12487470000633039
79,refresh,0.043193799996515736
79,logout,0.05968959999154322
80,register,0.12144139999873005
80,login,0.11876190002658404
80,refresh,0.05470830001286231
80,logout,0.05145569998421706
81,register,0.1582981999963522
81,login,0.19137290000799112
81,refresh,0.09563739999430254
81,logout,0.08170479998807423
82,register,0.18754729998181574
82,login,0.18244679999770597
82,refresh,0.06397660000948235
82,logout,0.083601299993461
83,register,0.15172619998338632
83,login,0.1326845999865327
83,refresh,0.06320679999771528
83,logout,0.044362699991324916
84,register,0.1239736000134144
84,login,0.12309219999588095
84,refresh,0.042580499983159825
84,logout,0.04197279998334125
85,register,0.13844010001048446
85,login,0.13914349998231046
85,refresh,0.06927649999852292
85,logout,0.06905019999248907
86,register,0.15023309999378398
86,login,0.15976549999322742
86,refresh,0.061005700001260266
86,logout,0.05228870001155883
87,register,0.1224287000077311
87,login,0.11655899998731911
87,refresh,0.05785529999411665
87,logout,0.05251959999441169
88,register,0.11867500000516884
88,login,0.12421789998188615
88,refresh,0.04987570000230335
88,logout,0.06086440000217408
89,register,0.13260059998719953
89,login,0.11643800002639182
89,refresh,0.04114740001386963
89,logout,0.05050289997598156
90,register,0.12384849999216385
90,login,0.17363770000520162
90,refresh,0.06874590000370517
90,logout,0.05165770000894554
91,register,0.12534290002076887
91,login,0.11190870002610609
91,refresh,0.053597799997078255
91,logout,0.047103800025070086
92,register,0.12246359998243861
92,login,0.15933910000603646
92,refresh,0.11151339998468757
92,logout,0.07212349999463186
93,register,0.14147530001355335
93,login,0.14420249999966472
93,refresh,0.059907999995630234
93,logout,0.06572089999099262
94,register,0.13929049999569543
94,login,0.13208270000177436
94,refresh,0.0469493999844417
94,logout,0.057571399986045435
95,register,0.2437703000032343
95,login,0.18543260000296868
95,refresh,0.053182800009381026
95,logout,0.05730549999861978
96,register,0.15755699999863282
96,login,0.14780969999264926
96,refresh,0.06662800000049174
96,logout,0.06639139997423626
97,register,0.1305110999965109
97,login,0.11619770000106655
97,refresh,0.07617489999393001
97,logout,0.07656970000243746
98,register,0.2144941000151448
98,login,0.21070219998364337
98,refresh,0.053723599994555116
98,logout,0.04647969998768531
99,register,0.12480970000615343
99,login,0.11534060002304614
99,refresh,0.05170070001622662
99,logout,0.09796169999754056
100,register,0.2007185000111349
100,login,0.23009860000456683
100,refresh,0.10384910000720993
100,logout,0.1280589000089094
101,register,0.2515979000017978
101,login,0.17742809999617748
101,refresh,0.06270670000230893
101,logout,0.07070709997788072
102,register,0.1536160999967251
102,login,0.15023359999759123
102,refresh,0.0584789999993518
102,logout,0.06564799998886883
103,register,0.14020530000561848
103,login,0.12642119999509305
103,refresh,0.045539400016423315
103,logout,0.0762447000015527
104,register,0.17677290001302026
104,login,0.16718119999859482
104,refresh,0.06351989999529906
104,logout,0.06963730001007207
105,register,0.23862910000025295
105,login,0.1788292000128422
105,refresh,0.08318010001676157
105,logout,0.06260920001659542
106,register,0.1398373999982141
106,login,0.14023079999606125
106,refresh,0.04801930001121946
106,logout,0.06143519998295233
107,register,0.13091050001094118
107,login,0.1233844000089448
107,refresh,0.0471304000238888
107,logout,0.04668929998297244
108,register,0.14008630000171252
108,login,0.12436100002378225
108,refresh,0.0419945000030566
108,logout,0.04438889998709783
109,register,0.12860600001295097
109,login,0.1183387000055518
109,refresh,0.05503449999378063
109,logout,0.04489280001143925
110,register,0.13892759999725968
110,login,0.1426330000103917
110,refresh,0.057652799994684756
110,logout,0.06453989999135956
111,register,0.13176030002068728
111,login,0.12535139999818057
111,refresh,0.04128890001447871
111,logout,0.049432900006650016
112,register,0.13388039998244494
112,login,0.12417569998069666
112,refresh,0.04039750000811182
112,logout,0.04815829999279231
113,register,0.122862799995346
113,login,0.11944569999468513
113,refresh,0.04930670000612736
113,logout,0.054245100007392466
114,register,0.12848179999855347
114,login,0.11062870000023395
114,refresh,0.04715239998768084
114,logout,0.044417800003429875
115,register,0.12983570000506006
115,login,0.10969969999860041
115,refresh,0.05492260001483373
115,logout,0.05649399998947047
116,register,0.15581359999487177
116,login,0.24795069999527186
116,refresh,0.1011274000047706
